model,best_threshold,val_threshold_threshold,val_threshold_precision,val_threshold_recall,val_threshold_f1,val_threshold_balanced_accuracy,val_threshold_score
spinal_canal_stenosis,0.13999999999999999,0.13999999999999999,0.227735368956743,0.9944444444444445,0.37060041407867494,0.760482752643439,1.277215236124973
neural_foraminal_narrowing,0.12,0.12,0.35202665186007775,0.9392592592592592,0.5121163166397416,0.7137085769980507,1.2457154826687074
subarticular_stenosis,0.15999999999999998,0.15999999999999998,0.5021565003080715,0.9656398104265402,0.6607215241183624,0.7836088598483786,1.3267224064182255
