epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_stenosis_precision,val_stenosis_recall,val_recall_f1,val_log_loss,val_checkpoint_score,val_early_stop_score
1,0.6000096921310868,0.6336482558139535,0.6671328092594365,0.5919851081613725,0.5392253902761263,0.7519458544839256,0.7297514619883041,0.6933189442485737,0.4706477732793522,0.6888888888888889,0.5592303066746843,0.4992840095746896,0.6363397172835569,0.7115352031184389
2,0.5122767915905908,0.7428779069767442,0.7495642485088612,0.6897969154027085,0.4920594744875951,0.7634517766497462,0.7570224171539961,0.7118993238743152,0.4883495145631068,0.7451851851851852,0.5900293255131965,0.46962384234776067,0.675322306615143,0.7344608705141557
3,0.4574642500558565,0.7798691860465117,0.7852601913995462,0.7280386671105585,0.4863138509482498,0.7671742808798646,0.7636062378167641,0.7169256474519632,0.49371980676328503,0.7570370370370371,0.5976608187134503,0.46455969814083253,0.6842062886685313,0.7402659426343636
4,0.41920230693595356,0.8023982558139535,0.807228472835406,0.7522844526823018,0.5392218352473529,0.7966159052453469,0.7602631578947369,0.7357721369716964,0.54292343387471,0.6933333333333334,0.6089785296031229,0.43994849924828594,0.6663718671806887,0.7480176474332166
5,0.3942532438871472,0.8204941860465116,0.8244123113493507,0.7720764033330259,0.5295640125215154,0.795600676818951,0.7794200779727096,0.7427881178895719,0.5377258235919234,0.7496296296296296,0.6262376237623762,0.45520743095109795,0.697379736934299,0.7611040979311408
6,0.35754017706873803,0.8424418604651163,0.8442352629507992,0.7962805365653454,0.5456127748296749,0.794585448392555,0.7537329434697856,0.7315405855747918,0.5400943396226415,0.6785185185185185,0.6014445173998687,0.4260558322193975,0.6565967852835892,0.7426367645222887
7,0.3402573807988056,0.8497819767441861,0.8534208342585992,0.8052999085690125,0.5285637686801239,0.7299492385786802,0.7645126705653021,0.6918538036700144,0.45044319097502017,0.8281481481481482,0.5835073068893528,0.5786682808784981,0.7042583045366276,0.7281832371176582
8,0.3038328812739184,0.8705668604651163,0.8761471674663143,0.8301694623465868,0.6146081567693079,0.783756345177665,0.7696588693957116,0.7306616860758606,0.518595041322314,0.7437037037037038,0.6110772976262934,0.4970603110403051,0.6865959487807433,0.7501602777357861
9,0.2939592820440614,0.8756540697674419,0.8765897652276751,0.8350492939901752,0.5959900867616263,0.7634517766497462,0.7674512670565302,0.7157999016225401,0.48878504672897194,0.7748148148148148,0.5994269340974212,0.5402230170504664,0.6921227642393556,0.7416255843395352
10,0.2739652723160594,0.8824127906976744,0.8883547410619324,0.8445047493083561,0.6379577128137832,0.7820642978003384,0.7649122807017543,0.7276335540484993,0.516162669447341,0.7333333333333333,0.605875152998776,0.5121427097091567,0.6796946023180511,0.7462729173751268
11,0.27347171979761403,0.8825581395348837,0.8873401982769016,0.8443715016734632,0.7006235351291203,0.7979695431472081,0.7684405458089669,0.7401399572147551,0.5440180586907449,0.7140740740740741,0.6175528507367073,0.5052847225300402,0.6789853998815097,0.754290251511861
12,0.2442758393105726,0.8957848837209302,0.9012565916788444,0.8606677090263992,0.8303640422078761,0.8060913705583757,0.7491959064327486,0.7373182967541598,0.56640625,0.6444444444444445,0.6029106029106029,0.5304381395117368,0.6451307649375084,0.7432571015934542
13,0.24246475582205973,0.898546511627907,0.9048630388309243,0.864306950030381,0.7700146725738513,0.7976311336717428,0.766135477582846,0.7389523525887163,0.5437997724687145,0.7081481481481482,0.6151866151866152,0.5530148383972744,0.6754223165786846,0.7525439150857811
14,0.23515131255221922,0.9019622093023256,0.9070609499029487,0.8683207584546795,0.8483042746968252,0.8023688663282572,0.7499122807017544,0.7351119832310653,0.5575221238938053,0.6533333333333333,0.6016371077762619,0.5480002046295525,0.6475591341959434,0.7425121319664099
15,0.23448379109938478,0.9018168604651163,0.9059367469263242,0.8677856916226517,0.7535157849785262,0.7922165820642978,0.7678411306042885,0.7358534241788959,0.5333333333333333,0.7229629629629629,0.6138364779874214,0.5538100116609157,0.6802376880356026,0.7518472773915922
