threshold,precision,recall,f1,balanced_accuracy,score
0.1,0.47344110854503463,0.9715639810426541,0.6366459627329193,0.7609299195154099,1.3209579516047363
0.11,0.47785547785547783,0.9715639810426541,0.640625,0.7648746926909522,1.322938904215392
0.12,0.48091603053435117,0.9703791469194313,0.6431095406360424,0.7672408555109977,1.3229667459561911
0.13,0.48717948717948717,0.9680094786729858,0.6481554938516462,0.7719731811510886,1.3230416474236695
0.13999999999999999,0.4936555891238671,0.9680094786729858,0.6538615446178472,0.7773972442674594,1.3258241758943123
0.14999999999999997,0.4984728161270617,0.966824644549763,0.6577992744860943,0.7809961487048618,1.326523500347502
0.15999999999999998,0.5021565003080715,0.9656398104265402,0.6607215241183624,0.7836088598483786,1.3267224064182255
0.16999999999999998,0.5046670815183572,0.9609004739336493,0.6617707058343534,0.7841977714835899,1.322392593263135
0.17999999999999997,0.5091137649277184,0.9597156398104265,0.6652977412731006,0.7873035792740495,1.322865969947214
0.18999999999999995,0.5149968091895342,0.9561611374407583,0.6694317710493571,0.7907038428821148,1.3211950409236262
0.19999999999999996,0.520671834625323,0.9549763033175356,0.6739130434782609,0.7945492956429887,1.322091888097848
0.20999999999999996,0.5241514360313316,0.9514218009478673,0.6759259259259259,0.7959771726632827,1.3193975755951695
0.21999999999999995,0.5280158206987475,0.9490521327014217,0.6785260482846251,0.7979974667451881,1.318183011458875
0.22999999999999995,0.5302727877578177,0.9443127962085308,0.6791648913506604,0.7980932817334567,1.3136273394795601
0.23999999999999994,0.5320855614973262,0.943127962085308,0.6803418803418804,0.7989801546126738,1.3129584708239466
0.24999999999999992,0.5367498314227916,0.943127962085308,0.6841426729694886,0.802185282817802,1.3147099510321307
0.2599999999999999,0.5394557823129251,0.9395734597156398,0.6853932584269663,0.8028735148676818,1.3116401530393018
0.2699999999999999,0.5427789185489391,0.9395734597156398,0.6880694143167028,0.8050924497789245,1.3128639257395467
0.2799999999999999,0.5465196416264645,0.9395734597156398,0.6910675381263617,0.8075579330136384,1.3142298275006397
0.2899999999999999,0.5485436893203883,0.9372037914691943,0.6920384951881015,0.8080989371547155,1.3122381495548987
0.29999999999999993,0.5520614954577219,0.9360189573459715,0.6945054945054945,0.8099720033278182,1.3121383318042996
0.30999999999999994,0.5552427867698804,0.9348341232227488,0.6966887417218544,0.8115985211774494,1.311905938947575
0.3199999999999999,0.5583864118895966,0.9348341232227488,0.6991581745680107,0.8135709077652206,1.3130163938060566
0.32999999999999985,0.5600858369098712,0.9277251184834123,0.6984834968777877,0.8122353403067949,1.3054048277795578
0.33999999999999986,0.565123010130246,0.9253554502369669,0.701707097933513,0.8145021827121718,1.304407770398388
0.34999999999999987,0.5684133915574964,0.9253554502369669,0.7042380522993688,0.816474569299943,1.3055336056367948
0.3599999999999999,0.5713240673006583,0.9253554502369669,0.7064676616915423,0.8182004075642428,1.306522467550913
0.3699999999999999,0.5737463126843658,0.9218009478672986,0.7072727272727273,0.8183955429671799,1.3032180154272752
0.3799999999999999,0.5785554728220402,0.9206161137440758,0.710562414266118,0.8207617057872253,1.3034471437574116
0.3899999999999999,0.5806451612903226,0.9170616113744076,0.711070280202113,0.820710292866691,1.3000067546416085
0.3999999999999998,0.5840304182509506,0.909952606635071,0.7114404817044928,0.8201143703786795,1.2928413196558641
0.4099999999999998,0.5916473317865429,0.9063981042654028,0.7159569489939167,0.823021537339802,1.2911427258488324
0.4199999999999998,0.5934323690383112,0.8992890995260664,0.7150259067357513,0.8214394215579051,1.2834054315994805
0.4299999999999998,0.5974743488555643,0.8969194312796208,0.7171956418758882,0.8227200706693962,1.2818983594159419
0.43999999999999984,0.5979381443298969,0.8933649289099526,0.7163895486935867,0.8216824644549763,1.2778829321970933
0.44999999999999984,0.6017628205128205,0.8898104265402843,0.7179732313575525,0.8223706965048562,1.2748964085058865
0.45999999999999985,0.6050080775444265,0.8874407582938388,0.7195004803073968,0.8231582489694047,1.273105440613039
0.46999999999999986,0.6073469387755102,0.8815165876777251,0.7191880135331078,0.822168550249119,1.2668557286232818
0.47999999999999976,0.609375,0.8779620853080569,0.7194174757281553,0.8218705890051132,1.263284101491374
0.48999999999999977,0.6125827814569537,0.8767772511848341,0.7212475633528265,0.8230040102078017,1.262840144574991
0.4999999999999998,0.6171809841534612,0.8767772511848341,0.7244248653940284,0.8252229451190443,1.2641892038131024
0.5099999999999998,0.6222596964586846,0.8744075829383886,0.7270935960591133,0.8267501425540069,1.2628685175916687
0.5199999999999998,0.625,0.8708530805687204,0.7277227722772277,0.8266987296334727,1.2594584560463953
0.5299999999999998,0.6285468615649183,0.8661137440758294,0.7284504235176881,0.8265479962982698,1.254863349029819
0.5399999999999998,0.6332752613240418,0.8613744075829384,0.7299196787148594,0.8268903596100097,1.2505769171641556
