epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_stenosis_precision,val_stenosis_recall,val_recall_f1,val_log_loss,val_checkpoint_score,val_early_stop_score
1,0.45306106594701606,0.7761160714285714,0.786015625,0.7516682032394728,0.3973247975858141,0.8071030640668524,0.8208703740056273,0.7873163616453825,0.6258680555555556,0.8542654028436019,0.7224448897795591,0.42783479715200573,0.7852005084279895,0.8040933678255049
2,0.36985278377930325,0.8287202380952381,0.8356411438972979,0.8060160962560152,0.3887047986383226,0.8039693593314763,0.8252229451190443,0.7861519085143609,0.6171809841534612,0.8767772511848341,0.7244248653940284,0.41110820315186825,0.7948010475312971,0.8056874268167026
3,0.34422536002738136,0.8396577380952381,0.8479864569764172,0.8181194492253112,0.3851947562774244,0.7910863509749304,0.8195593445320022,0.7748157440802885,0.5971337579617835,0.8886255924170616,0.7142857142857143,0.43380017195002124,0.7933611959551177,0.7971875443061454
4,0.31443741066115244,0.8523065476190477,0.8608333333333333,0.831817964127785,0.41719196392301067,0.8231197771587744,0.8256400908606523,0.8008708868720573,0.6573033707865169,0.8317535545023697,0.7343096234309623,0.39250519365877284,0.7838526640810186,0.8132554888663548
5,0.29343969381990886,0.8627232142857143,0.8702274273060089,0.8428540963138073,0.4749762538332793,0.8224233983286908,0.8178837507127701,0.7979246132655223,0.6624513618677043,0.806872037914692,0.7275641025641025,0.4175487790820372,0.770839932264432,0.8079041819891462
6,0.2732289592779818,0.8733630952380952,0.8804947916666667,0.8544211303196039,0.48767023083227257,0.8241643454038997,0.805281742804528,0.7948907668460008,0.679745493107105,0.759478672985782,0.7174034695019585,0.3890846992492951,0.7480434079165164,0.8000862548252644
7,0.25905188307875676,0.8828125,0.8905468750000001,0.864957653717319,0.5159996508472809,0.8074512534818942,0.8110867289230396,0.7846241178146552,0.6331198536139067,0.8199052132701422,0.7145069695405266,0.4760689340722686,0.7678435073162135,0.7978554233688474
8,0.22362951879345236,0.8991071428571429,0.906015625,0.8828852975031822,0.5718881206426116,0.8227715877437326,0.8084459743683221,0.7950048624798156,0.6725025746652935,0.773696682464455,0.7195592286501378,0.46326238714010665,0.7542858939210171,0.8017254184240689
9,0.20982955920376947,0.9033482142857143,0.9121875,0.8879878351684729,0.6643740023411084,0.8325208913649025,0.8077402151864419,0.8019095340909466,0.7018909899888766,0.7476303317535545,0.7240390131956397,0.4895189276673297,0.7480009786962899,0.8048248746386942
10,0.20225984716699236,0.9069196428571429,0.9131208493167566,0.8914975706075134,0.6929211013413406,0.8210306406685237,0.8013334642025856,0.7911712397870813,0.6751592356687898,0.7535545023696683,0.7122060470324748,0.5429529694986219,0.7428662314650057,0.7962523519948335
11,0.19299932183431728,0.9118303571428571,0.921404180487299,0.8976080771324197,0.6366328470886252,0.8178969359331476,0.8084529852211223,0.7914348456057502,0.6597014925373135,0.7855450236966824,0.7171444023796647,0.5138465283251098,0.7570220764905282,0.7999439154134362
12,0.18407395802260865,0.9145089285714286,0.9235156250000001,0.9005388503015908,0.7038391448329087,0.8185933147632312,0.8006452321527058,0.7891643787458319,0.669109947643979,0.7571090047393365,0.7103946637020567,0.552139135871273,0.7430020422012906,0.7949048054492689
13,0.17766980811997893,0.9194196428571428,0.927265625,0.9058958461660553,0.6977095721823924,0.8196378830083565,0.80069313964684,0.7899323127530364,0.6719409282700421,0.754739336492891,0.7109375,0.5464020255777282,0.7425097053535287,0.7953127261999382
14,0.16767310413221517,0.9216517857142857,0.9307812499999999,0.9086227722179347,0.7556362841537736,0.8227715877437326,0.7987616497004029,0.7914510283375049,0.6830601092896175,0.740521327014218,0.7106310403638431,0.5658287694631442,0.7374561837838824,0.7951063390189539
15,0.16530891638914388,0.9237351190476191,0.9329413838789206,0.9109824676235074,0.7513826580764855,0.822075208913649,0.7993061592678801,0.7911602353031915,0.6803900325027086,0.7440758293838863,0.7108092812676854,0.5826980313711048,0.738773351237707,0.7952331972855358
