model,best_threshold,val_threshold_threshold,val_threshold_precision,val_threshold_recall,val_threshold_f1,val_threshold_balanced_accuracy,val_threshold_score
spinal_canal_stenosis,0.1,0.1,0.2174969623329283,0.9944444444444445,0.35692921236291125,0.7460521754203502,1.2701897913902598
neural_foraminal_narrowing,0.3199999999999999,0.3199999999999999,0.3151862464183381,0.9777777777777777,0.47670639219934996,0.6744152046783626,1.265558176997206
subarticular_stenosis,0.1,0.1,0.5161917098445595,0.9443127962085308,0.6675041876046901,0.7879848004711293,1.3081850432274855
