epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_severe_precision,val_severe_recall,val_severe_f1,val_pathological_precision,val_pathological_recall,val_pathological_f1,val_log_loss,val_checkpoint_score,val_early_stop_score
1,0.8388699019948641,0.6320684523809523,0.5854703160383702,0.5143183680964512,0.8001994819362184,0.758008356545961,0.6369701247460636,0.6255918128492489,0.5356037151702786,0.6313868613138686,0.5795644891122278,0.6989374262101535,0.7014218009478673,0.7001774098166765,0.546231884907845,0.6183889112569734,0.6312809687976563
2,0.6800749748235657,0.7276041666666667,0.6882488149240601,0.6372781277119034,0.6878490192312384,0.7325905292479109,0.6842829784982332,0.636024483418277,0.5012468827930174,0.7335766423357665,0.5955555555555555,0.6267482517482518,0.8495260663507109,0.721327967806841,0.5862644632814731,0.6697022060897091,0.660153730958255
3,0.6011481651238033,0.7536458333333333,0.7292845961118859,0.6803860933010828,0.7390720322935694,0.7465181058495822,0.6773574364076448,0.6593213034887032,0.636,0.5802919708029197,0.6068702290076335,0.6307420494699647,0.8459715639810427,0.7226720647773279,0.5396381994623992,0.6221554950121999,0.668339369948174
4,0.5239869710944948,0.7838541666666666,0.7790525076349324,0.7278862208700092,0.7455498554580391,0.7245821727019499,0.6886910061545836,0.6413778993525975,0.5274725274725275,0.7007299270072993,0.6018808777429467,0.6037735849056604,0.8720379146919431,0.7135239941832283,0.6195516366538341,0.6617394749897276,0.6650344527535905
5,0.46642443136799905,0.7970982142857143,0.8010970896709037,0.7523098679275647,0.8450063335862332,0.758008356545961,0.6754449741018492,0.6520389663941232,0.5510835913312694,0.6496350364963503,0.5963149078726968,0.6679725759059746,0.8080568720379147,0.731367292225201,0.5637155243082532,0.6419477778410914,0.6637419702479862
6,0.39897265897265505,0.8266369047619048,0.8381186223342058,0.7899159305164148,0.9335936721320935,0.746866295264624,0.6758422929290863,0.6524859430788674,0.5833333333333334,0.5875912408759124,0.5854545454545454,0.6381288614298323,0.8566350710900474,0.7314112291350531,0.6145918606736,0.6176862178717965,0.6641641180039768
7,0.3181175295086134,0.8577380952380952,0.8731914338357977,0.8325277993838739,1.0605801164605824,0.7486072423398329,0.6726623026129513,0.655566193817485,0.6234817813765182,0.5620437956204379,0.5911708253358925,0.6400709219858156,0.8554502369668247,0.7322515212981744,0.6686769627471526,0.6101537340872136,0.6641142482152183
8,0.29263061710766386,0.8696428571428572,0.8815970502971773,0.8440231344864074,1.2679787583669913,0.7684540389972145,0.6349142735472119,0.6457840461663178,0.6772486772486772,0.46715328467153283,0.5529157667386609,0.6973684210526315,0.7535545023696683,0.724373576309795,0.6463192712494644,0.5578722552624076,0.6403491598567648
9,0.26929114811299815,0.8781994047619047,0.8929743463902334,0.8558861037434958,1.1618495875746426,0.7597493036211699,0.6648842571018166,0.6572386200070586,0.635593220338983,0.5474452554744526,0.5882352941176471,0.6650671785028791,0.8210900473933649,0.7348886532343585,0.6706834206952746,0.6030892383672452,0.6610614385544376
10,0.2535552753312957,0.8861607142857143,0.9021586327044915,0.8677637946619762,1.2984756315983106,0.7604456824512534,0.6565798124502579,0.6521280012989972,0.6431924882629108,0.5,0.5626283367556468,0.6679462571976967,0.8246445497630331,0.7380699893955461,0.7150450321159523,0.5773986469387627,0.6543539068746276
11,0.21205273036002403,0.9034970238095238,0.9165691675428271,0.8874942616655029,1.5598463480851112,0.7764623955431755,0.6273320269966152,0.6436021392781996,0.6982248520710059,0.4306569343065693,0.5327313769751693,0.7233065442020666,0.7464454976303317,0.7346938775510204,0.7566586090655244,0.5380996045060547,0.6354670831374074
12,0.1895153536860432,0.9116815476190476,0.927261087654658,0.8981869458001678,1.585239392635218,0.7771587743732591,0.6371303732632377,0.6497659035959527,0.675531914893617,0.4635036496350365,0.5497835497835498,0.7200902934537246,0.7559241706161137,0.7375722543352601,0.7864945422991088,0.5570514201899883,0.6434481384295951
13,0.19390119346568271,0.9161458333333333,0.9286835043328066,0.901687690670104,1.5111508656677097,0.7722841225626741,0.645355470335523,0.651352740826425,0.6409090909090909,0.5145985401459854,0.5708502024291497,0.7076923076923077,0.7630331753554502,0.734321550741163,0.775820567449478,0.582163681890772,0.6483541055809741
14,0.17017850627501804,0.923139880952381,0.9334860708827186,0.9093799552389253,1.4952190710973607,0.7583565459610028,0.656868168852861,0.6511188050437903,0.6234309623430963,0.5437956204379562,0.580896686159844,0.6686332350049164,0.8056872037914692,0.7307898979043524,0.8394661865291718,0.5971500334725759,0.6539934869483257
15,0.16160814409986848,0.9282738095238096,0.9360673186799008,0.9147877167514786,1.6064923948564238,0.7722841225626741,0.6434668514531986,0.6475116045895354,0.6127659574468085,0.5255474452554745,0.5658153241650294,0.7134894091415831,0.7582938388625592,0.7352096496266514,0.8274396339528955,0.5835911280892202,0.645489228021367
