epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_severe_precision,val_severe_recall,val_severe_f1,val_pathological_precision,val_pathological_recall,val_pathological_f1,val_log_loss,val_checkpoint_score,val_early_stop_score
1,0.8749978594097173,0.6916079812206573,0.552670208421163,0.4475196897083342,0.6614755983228723,0.8310533515731874,0.6849959712674222,0.5994311517498452,0.43434343434343436,0.6825396825396826,0.5308641975308642,0.471875,0.8388888888888889,0.604,0.4279242834303053,0.6284903628750584,0.6422135615086337
2,0.6316175018677689,0.840669014084507,0.7081954917926802,0.6243216294321519,0.5823378345932908,0.8146374829001368,0.7444526352482671,0.6022967834045726,0.40298507462686567,0.8571428571428571,0.5482233502538071,0.44533333333333336,0.9277777777777778,0.6018018018018018,0.456984289883668,0.7064057212940198,0.6733747093264199
3,0.5325673588424781,0.8723591549295775,0.7722664185053381,0.6906665376019494,0.6615831820414021,0.8481532147742818,0.7087940660483563,0.6462559351983446,0.6595744680851063,0.49206349206349204,0.5636363636363636,0.5045871559633027,0.9166666666666666,0.650887573964497,0.3678946227462287,0.5841413133806532,0.6775250006233504
4,0.45817749216243137,0.8887910798122066,0.8187199220181364,0.7381152909223584,0.6644895306116966,0.8864569083447332,0.704349761292039,0.6656618171628629,0.5606060606060606,0.5873015873015873,0.5736434108527132,0.6219512195121951,0.85,0.7183098591549296,0.28212319993565527,0.6229687239597143,0.6850057892274509
5,0.38276911789262796,0.9159330985915493,0.8458020706934727,0.7869088641287303,0.6931811674445786,0.8761969904240766,0.6962437227647836,0.6315907866806071,0.46153846153846156,0.7619047619047619,0.5748502994011976,0.5983263598326359,0.7944444444444444,0.6825775656324582,0.30417274264618127,0.6759461434060442,0.6639172547226954
6,0.2624594509697786,0.9329518779342723,0.8912135158646692,0.831517109212926,0.8364981767764792,0.896032831737346,0.7148749442041172,0.6708494846243868,0.5119047619047619,0.6825396825396826,0.5850340136054422,0.6651982378854625,0.8388888888888889,0.742014742014742,0.32493230051102395,0.6622922780559503,0.692862214414252
7,0.24139261041973398,0.9501173708920188,0.9171118702873544,0.8730384013068081,0.9224919445103062,0.893296853625171,0.7211609099284607,0.6757031567860787,0.5476190476190477,0.7301587301587301,0.6258503401360545,0.6475770925110133,0.8166666666666667,0.7223587223587223,0.34150141599768735,0.691390953932477,0.6984320333572698
8,0.20797763575642356,0.9540786384976526,0.922657782936596,0.8840029787290434,0.9726682463880608,0.8939808481532148,0.7241569027840479,0.6806037320743202,0.5555555555555556,0.7142857142857143,0.625,0.6447368421052632,0.8166666666666667,0.7205882352941176,0.3640923097939026,0.6872021269716736,0.702380317429184
9,0.15856200885115096,0.962881455399061,0.9371754631852983,0.9046415413044956,1.1597057943252742,0.9008207934336525,0.6919810125738364,0.681037157356916,0.625,0.5555555555555556,0.5882352941176471,0.6794258373205742,0.7888888888888889,0.7300771208226221,0.3642594775997929,0.6161069019600067,0.6865090849653761
10,0.14605896068658208,0.9683098591549296,0.9450220064127755,0.9172770139916716,1.2422466474916007,0.8974008207934336,0.6742650658407289,0.6524720493067613,0.5324675324675324,0.6507936507936508,0.5857142857142857,0.696969696969697,0.7666666666666667,0.7301587301587301,0.38717999282276333,0.6395537722358473,0.6633685575737451
11,0.12426465106996852,0.9728579812206573,0.9519395896489158,0.926136418452197,1.3655861840226176,0.9028727770177839,0.6708731841337144,0.6521565493080099,0.5308641975308642,0.6825396825396826,0.5972222222222222,0.7348066298342542,0.7388888888888889,0.7368421052631579,0.405804210370061,0.6528003911327893,0.6615148667208621
12,0.11047893320237606,0.9749119718309859,0.9577953854742423,0.9334322844994789,1.3673443686267315,0.9035567715458276,0.6764581694378885,0.6607142857142857,0.5454545454545454,0.6666666666666666,0.6,0.7282608695652174,0.7444444444444445,0.7362637362637363,0.41556416175869226,0.6507678243637681,0.6685862275760871
13,0.09110896115490791,0.9810739436619719,0.9694243312705816,0.9484389586756405,1.530540660947049,0.905608755129959,0.669471223293376,0.6582130259282155,0.5454545454545454,0.6666666666666666,0.6,0.7471264367816092,0.7222222222222222,0.7344632768361582,0.43634354865149255,0.6488701831776515,0.6638421246107957
14,0.09855431595930891,0.9788732394366197,0.9626251597044204,0.9432660143560799,1.6083510031906194,0.908344733242134,0.6605962651204461,0.6620111315064023,0.5735294117647058,0.6190476190476191,0.5954198473282443,0.7664670658682635,0.7111111111111111,0.7377521613832853,0.44145200210553676,0.6300431078240974,0.6613036983134242
15,0.09312193821981755,0.9803403755868545,0.9604281304764268,0.9465375226723043,1.6116806191589361,0.9049247606019152,0.6591492231117816,0.6522321658390781,0.5405405405405406,0.6349206349206349,0.583941605839416,0.75,0.7166666666666667,0.7329545454545454,0.45697051800942684,0.6304839014722481,0.6556906944754298
16,0.07177279724388606,0.9848884976525821,0.9745420255199017,0.9597645929097155,1.6703014877059872,0.905608755129959,0.6645872184093713,0.656586366032975,0.5405405405405406,0.6349206349206349,0.583941605839416,0.7485714285714286,0.7277777777777777,0.7380281690140845,0.4692935477486251,0.6324423405705455,0.6605867922211732
17,0.08225545278886177,0.9838615023474179,0.9704869710916108,0.9564729261618531,1.6405179837299706,0.9035567715458276,0.6691321621118812,0.6597907203114861,0.5492957746478874,0.6190476190476191,0.582089552238806,0.7282608695652174,0.7444444444444445,0.7362637362637363,0.4749758923274481,0.6279736312110417,0.6644614412116836
18,0.062405243888032785,0.9845950704225352,0.9761451383309249,0.9584906217393567,1.7634645465961347,0.9021887824897401,0.6553731990549463,0.646081341264206,0.5394736842105263,0.6507936507936508,0.5899280575539568,0.7368421052631579,0.7,0.717948717948718,0.48791399123810375,0.6355507002300975,0.6507272701595761
